,id,name,No of tosses,skills
16425,10100.0,jcamelon@ca.ibm.com,,
16426,9174.0,jdt-debug-inbox@eclipse.org,378.0,
16427,10187.0,platform-swt-inbox@eclipse.org,1.0,
16428,10088.0,Platform-UI-Inbox@eclipse.org,2092.0,
16429,10065.0,jdt-core-inbox@eclipse.org,3184.0,
16430,9536.0,Platform-UI-Inbox@eclipse.org,2092.0,
16431,9637.0,jdt-core-inbox@eclipse.org,3184.0,
16432,10203.0,jdt-core-inbox@eclipse.org,3184.0,
16433,8788.0,cdt-core-inbox@eclipse.org,24.0,
16434,10204.0,jdt-debug-inbox@eclipse.org,378.0,
16435,10211.0,platform-core-inbox@eclipse.org,658.0,
16436,10217.0,platform-core-inbox@eclipse.org,658.0,
16437,10201.0,jdt-ui-inbox@eclipse.org,5009.0,
16438,10208.0,platform-swt-inbox@eclipse.org,1.0,
16439,10202.0,platform-swt-inbox@eclipse.org,1.0,{'Core'}
16440,10227.0,Platform-UI-Inbox@eclipse.org,2092.0,
16441,10234.0,platform-core-inbox@eclipse.org,658.0,
16442,10104.0,cdt-core-inbox@eclipse.org,24.0,
16443,10219.0,jdt-core-inbox@eclipse.org,3184.0,
16444,10240.0,platform-help-inbox@eclipse.org,,
16445,4733.0,pde-build-inbox@eclipse.org,,
16446,10244.0,platform-swt-inbox@eclipse.org,1.0,
16447,7987.0,platform-swt-inbox@eclipse.org,1.0,
16448,10237.0,platform-core-inbox@eclipse.org,658.0,
16449,10099.0,cdt-core-inbox@eclipse.org,24.0,
16450,8713.0,platform-team-inbox@eclipse.org,,
16451,9757.0,platform-swt-inbox@eclipse.org,1.0,
16452,10253.0,platform-resources-inbox@eclipse.org,,
16453,10255.0,jdt-text-inbox@eclipse.org,1195.0,
16454,10257.0,platform-intro-inbox@eclipse.org,,
16455,4659.0,alain@qnx.com,16.0,
16456,10259.0,jdt-core-inbox@eclipse.org,3184.0,
16457,5866.0,jdt-core-inbox@eclipse.org,3184.0,
16458,10276.0,jdt-core-inbox@eclipse.org,3184.0,
16459,10262.0,platform-team-inbox@eclipse.org,,
16460,7321.0,jdt-ui-inbox@eclipse.org,5009.0,
16461,10272.0,Platform-UI-Inbox@eclipse.org,2092.0,
16462,8727.0,jdt-ui-inbox@eclipse.org,5009.0,
16463,4512.0,platform-vcm-inbox@eclipse.org,,
16464,9956.0,cdt-build-inbox@eclipse.org,,
16465,9902.0,jdt-core-inbox@eclipse.org,3184.0,
16466,5277.0,jdt-core-inbox@eclipse.org,3184.0,
16467,8332.0,jdt-core-inbox@eclipse.org,3184.0,
16468,10270.0,platform-core-inbox@eclipse.org,658.0,
16469,10134.0,platform-core-inbox@eclipse.org,658.0,
16470,10289.0,platform-swt-inbox@eclipse.org,1.0,
16471,10304.0,platform-swt-inbox@eclipse.org,1.0,
16472,10298.0,jdt-core-inbox@eclipse.org,3184.0,
16473,10316.0,cdt-core-inbox@eclipse.org,24.0,
16474,8116.0,platform-team-inbox@eclipse.org,,
16475,10312.0,jdt-ui-inbox@eclipse.org,5009.0,
16476,10320.0,Platform-UI-Inbox@eclipse.org,2092.0,
16477,10324.0,platform-runtime-inbox@eclipse.org,,
16478,9540.0,Platform-UI-Inbox@eclipse.org,2092.0,
16479,10339.0,jdt-ui-inbox@eclipse.org,5009.0,
16480,5360.0,jdt-core-inbox@eclipse.org,3184.0,
16481,10362.0,jdt-core-inbox@eclipse.org,3184.0,
16482,1549.0,jdt-ui-inbox@eclipse.org,5009.0,
16483,10359.0,jdt-core-inbox@eclipse.org,3184.0,
16484,10351.0,jdt-ui-inbox@eclipse.org,5009.0,
16485,8983.0,platform-text-inbox@eclipse.org,468.0,
16486,10373.0,jdt-core-inbox@eclipse.org,3184.0,
16487,10348.0,jdt-debug-inbox@eclipse.org,378.0,
16488,10333.0,jdt-core-inbox@eclipse.org,3184.0,
16489,5944.0,jdt-ui-inbox@eclipse.org,5009.0,
16490,10381.0,jdt-ui-inbox@eclipse.org,5009.0,
16491,6979.0,platform-core-inbox@eclipse.org,658.0,
16492,9096.0,jdt-core-inbox@eclipse.org,3184.0,
16493,10414.0,pde-ui-inbox@eclipse.org,519.0,
16494,10401.0,platform-text-inbox@eclipse.org,468.0,
16495,4362.0,Platform-UI-Inbox@eclipse.org,2092.0,
16496,9067.0,jdt-text-inbox@eclipse.org,1195.0,
16497,10417.0,jdt-core-inbox@eclipse.org,3184.0,
16498,10418.0,jdt-core-inbox@eclipse.org,3184.0,
16499,10419.0,jdt-ui-inbox@eclipse.org,5009.0,
16500,10428.0,platform-core-inbox@eclipse.org,658.0,
16501,1728.0,platform-cvs-inbox@eclipse.org,,
16502,10338.0,Platform-UI-Inbox@eclipse.org,2092.0,
16503,10342.0,jdt-ui-inbox@eclipse.org,5009.0,
16504,10337.0,Platform-UI-Inbox@eclipse.org,2092.0,
16505,9149.0,platform-swt-inbox@eclipse.org,1.0,
16506,7830.0,Platform-UI-Inbox@eclipse.org,2092.0,
16507,10374.0,Platform-UI-Inbox@eclipse.org,2092.0,
16508,2437.0,jdt-core-inbox@eclipse.org,3184.0,
16509,10430.0,Platform-UI-Inbox@eclipse.org,2092.0,{'UI'}
16510,10399.0,platform-swt-inbox@eclipse.org,1.0,
16511,10433.0,jdt-ui-inbox@eclipse.org,5009.0,
16512,10396.0,Platform-UI-Inbox@eclipse.org,2092.0,
16513,9785.0,jdt-ui-inbox@eclipse.org,5009.0,
16514,10431.0,platform-doc-inbox@eclipse.org,117.0,
16515,10393.0,jdt-core-inbox@eclipse.org,3184.0,
16516,10384.0,jdt-core-inbox@eclipse.org,3184.0,
16517,10345.0,platform-swt-inbox@eclipse.org,1.0,
16518,10446.0,jdt-ui-inbox@eclipse.org,5009.0,
16519,10346.0,platform-swt-inbox@eclipse.org,1.0,
16520,10447.0,jdt-core-inbox@eclipse.org,3184.0,
16521,5899.0,jdt-ui-inbox@eclipse.org,5009.0,
16522,9421.0,platform-swt-inbox@eclipse.org,1.0,
16523,9563.0,jdt-text-inbox@eclipse.org,1195.0,
16524,10462.0,Platform-UI-Inbox@eclipse.org,2092.0,
16525,10452.0,jdt-core-inbox@eclipse.org,3184.0,
16526,10438.0,platform-ant-inbox@eclipse.org,,
16527,10441.0,Platform-UI-Inbox@eclipse.org,2092.0,
16528,10450.0,Platform-UI-Inbox@eclipse.org,2092.0,
16529,10455.0,Platform-UI-Inbox@eclipse.org,2092.0,
16530,7266.0,Platform-UI-Inbox@eclipse.org,2092.0,
16531,7401.0,platform-swt-inbox@eclipse.org,1.0,
16532,10457.0,jdt-debug-inbox@eclipse.org,378.0,
16533,10391.0,platform-swt-inbox@eclipse.org,1.0,
16534,9368.0,platform-swt-inbox@eclipse.org,1.0,
16535,10468.0,platform-core-inbox@eclipse.org,658.0,
16536,10467.0,platform-core-inbox@eclipse.org,658.0,
16537,10389.0,platform-core-inbox@eclipse.org,658.0,
16538,9628.0,cdt-core-inbox@eclipse.org,24.0,
16539,10461.0,Platform-UI-Inbox@eclipse.org,2092.0,
16540,10465.0,Platform-UI-Inbox@eclipse.org,2092.0,
16541,10475.0,Platform-UI-Inbox@eclipse.org,2092.0,
16542,10479.0,Platform-UI-Inbox@eclipse.org,2092.0,
16543,10481.0,jdt-core-inbox@eclipse.org,3184.0,
16544,10127.0,jdt-ui-inbox@eclipse.org,5009.0,
16545,10488.0,platform-core-inbox@eclipse.org,658.0,
16546,10485.0,Platform-UI-Inbox@eclipse.org,2092.0,
16547,4360.0,jdt-text-inbox@eclipse.org,1195.0,
16548,9331.0,Platform-UI-Inbox@eclipse.org,2092.0,
16549,10266.0,platform-swt-inbox@eclipse.org,1.0,
16550,10483.0,Platform-UI-Inbox@eclipse.org,2092.0,
16551,10487.0,jdt-core-inbox@eclipse.org,3184.0,
16552,10397.0,jdt-core-inbox@eclipse.org,3184.0,
16553,9492.0,platform-cvs-inbox@eclipse.org,,
16554,10489.0,jdt-ui-inbox@eclipse.org,5009.0,
16555,6273.0,platform-core-inbox@eclipse.org,658.0,
16556,10498.0,platform-swt-inbox@eclipse.org,1.0,
16557,10496.0,platform-swt-inbox@eclipse.org,1.0,
16558,10260.0,platform-swt-inbox@eclipse.org,1.0,
16559,10504.0,platform-core-inbox@eclipse.org,658.0,
16560,7104.0,platform-core-inbox@eclipse.org,658.0,
16561,10507.0,platform-team-inbox@eclipse.org,,
16562,10508.0,platform-search-inbox@eclipse.org,,
16563,10518.0,jdt-text-inbox@eclipse.org,1195.0,
16564,10521.0,jdt-ui-inbox@eclipse.org,5009.0,
16565,10524.0,Platform-UI-Inbox@eclipse.org,2092.0,
16566,4187.0,platform-swt-inbox@eclipse.org,1.0,
16567,10501.0,platform-core-inbox@eclipse.org,658.0,
16568,10403.0,jdt-ui-inbox@eclipse.org,5009.0,
16569,7085.0,jdt-text-inbox@eclipse.org,1195.0,
16570,10547.0,platform-swt-inbox@eclipse.org,1.0,
16571,10550.0,Platform-UI-Inbox@eclipse.org,2092.0,
16572,10019.0,platform-swt-inbox@eclipse.org,1.0,
16573,10541.0,platform-swt-inbox@eclipse.org,1.0,
16574,7766.0,platform-swt-inbox@eclipse.org,1.0,
16575,10540.0,platform-swt-inbox@eclipse.org,1.0,
16576,8522.0,Mikhailk@qnx.com,2.0,
16577,10564.0,platform-swt-inbox@eclipse.org,1.0,
16578,10558.0,cdt-core-inbox@eclipse.org,24.0,
16579,10426.0,jdt-ui-inbox@eclipse.org,5009.0,
16580,10571.0,jdt-core-inbox@eclipse.org,3184.0,
16581,10561.0,platform-swt-inbox@eclipse.org,1.0,
16582,10573.0,pde-build-inbox@eclipse.org,,
16585,10570.0,Platform-UI-Inbox@eclipse.org,2092.0,
16586,10584.0,Platform-UI-Inbox@eclipse.org,2092.0,
16587,10583.0,Platform-UI-Inbox@eclipse.org,2092.0,
16588,10140.0,cdt-core-inbox@eclipse.org,24.0,
16589,10582.0,jdt-core-inbox@eclipse.org,3184.0,
16590,10587.0,pde-ui-inbox@eclipse.org,519.0,
16591,10598.0,jdt-ui-inbox@eclipse.org,5009.0,
16592,10588.0,jdt-ui-inbox@eclipse.org,5009.0,
16593,9569.0,jdt-core-inbox@eclipse.org,3184.0,
16594,10591.0,Platform-UI-Inbox@eclipse.org,2092.0,
16595,10604.0,Platform-UI-Inbox@eclipse.org,2092.0,
16596,6759.0,platform-ide-inbox@eclipse.org,,
16597,8640.0,platform-swt-inbox@eclipse.org,1.0,
16598,10616.0,platform-core-inbox@eclipse.org,658.0,
16599,10535.0,platform-swt-inbox@eclipse.org,1.0,
16600,10614.0,cdt-core-inbox@eclipse.org,24.0,
16601,7520.0,jdt-core-inbox@eclipse.org,3184.0,
16602,47378.0,cdt-core-inbox@eclipse.org,24.0,
16603,8801.0,platform-core-inbox@eclipse.org,658.0,
16604,10629.0,cdt-build-inbox@eclipse.org,,
16605,8441.0,jdt-text-inbox@eclipse.org,1195.0,
16606,10617.0,jdt-ui-inbox@eclipse.org,5009.0,
16607,10439.0,jdt-ui-inbox@eclipse.org,5009.0,
16608,10613.0,jdt-ui-inbox@eclipse.org,5009.0,
16609,10609.0,platform-cvs-inbox@eclipse.org,,
16610,10654.0,cdt-core-inbox@eclipse.org,24.0,
16611,4296.0,platform-cvs-inbox@eclipse.org,,
16612,10657.0,jdt-core-inbox@eclipse.org,3184.0,
16613,9571.0,Platform-UI-Inbox@eclipse.org,2092.0,
16614,10652.0,Platform-UI-Inbox@eclipse.org,2092.0,
16615,10135.0,cdt-build-inbox@eclipse.org,,
16616,10660.0,cdt-core-inbox@eclipse.org,24.0,
16617,10631.0,platform-ant-inbox@eclipse.org,,
16618,5130.0,platform-cvs-inbox@eclipse.org,,
16619,10646.0,platform-core-inbox@eclipse.org,658.0,
16620,2097.0,jdt-ui-inbox@eclipse.org,5009.0,
16621,10473.0,jdt-text-inbox@eclipse.org,1195.0,
16622,10682.0,jdt-text-inbox@eclipse.org,1195.0,
16623,10685.0,Platform-UI-Inbox@eclipse.org,2092.0,
16624,2867.0,platform-compare-inbox@eclipse.org,,
16625,10622.0,platform-swt-inbox@eclipse.org,1.0,
16626,10669.0,platform-swt-inbox@eclipse.org,1.0,
16627,6955.0,Platform-UI-Inbox@eclipse.org,2092.0,
16628,10662.0,Platform-UI-Inbox@eclipse.org,2092.0,
16629,10637.0,pde-ui-inbox@eclipse.org,519.0,
16630,10699.0,jdt-ui-inbox@eclipse.org,5009.0,
16631,6669.0,doug.schaefer@windriver.com,,
16632,10701.0,jdt-ui-inbox@eclipse.org,5009.0,
16633,10702.0,platform-debug-inbox@eclipse.org,275.0,
16634,691.0,jdt-core-inbox@eclipse.org,3184.0,
16635,10710.0,jdt-core-inbox@eclipse.org,3184.0,
16636,10686.0,jdt-ui-inbox@eclipse.org,5009.0,
16637,10707.0,platform-cvs-inbox@eclipse.org,,
16638,10729.0,jdt-core-inbox@eclipse.org,3184.0,
16639,9101.0,jdt-ui-inbox@eclipse.org,5009.0,
16640,10714.0,jdt-core-inbox@eclipse.org,3184.0,
16641,10680.0,jdt-ui-inbox@eclipse.org,5009.0,
16642,9842.0,platform-update-inbox@eclipse.org,1.0,
16643,10739.0,jdt-core-inbox@eclipse.org,3184.0,
16644,9759.0,Platform-UI-Inbox@eclipse.org,2092.0,
16645,6470.0,Platform-UI-Inbox@eclipse.org,2092.0,
16646,10704.0,Platform-UI-Inbox@eclipse.org,2092.0,
16647,10491.0,platform-swt-inbox@eclipse.org,1.0,
16648,10672.0,platform-intro-inbox@eclipse.org,,
16649,10165.0,platform-intro-inbox@eclipse.org,,
16650,8241.0,platform-resources-inbox@eclipse.org,,
16651,10282.0,platform-intro-inbox@eclipse.org,,
16652,9698.0,platform-swt-inbox@eclipse.org,1.0,
16653,10607.0,jdt-ui-inbox@eclipse.org,5009.0,
16654,10736.0,platform-core-inbox@eclipse.org,658.0,{'Core'}
16655,10755.0,jcamelon@ca.ibm.com,,
16656,10667.0,cdt-releng-inbox@eclipse.org,,
16657,10726.0,Platform-UI-Inbox@eclipse.org,2092.0,
16658,6364.0,pde-build-inbox@eclipse.org,,
16659,3621.0,platform-swt-inbox@eclipse.org,1.0,
16660,10754.0,Platform-UI-Inbox@eclipse.org,2092.0,
16661,10743.0,Platform-UI-Inbox@eclipse.org,2092.0,
16662,10761.0,jdt-ui-inbox@eclipse.org,5009.0,
16663,10705.0,platform-webdav-inbox@eclipse.org,,
16664,10772.0,jdt-text-inbox@eclipse.org,1195.0,
16665,3184.0,jdt-ui-inbox@eclipse.org,5009.0,
16666,10586.0,cdt-core-inbox@eclipse.org,24.0,
16667,10738.0,platform-help-inbox@eclipse.org,,
16668,10164.0,pde-ui-inbox@eclipse.org,519.0,
16669,10804.0,jdt-core-inbox@eclipse.org,3184.0,
16670,9269.0,Platform-UI-Inbox@eclipse.org,2092.0,
16671,10791.0,platform-core-inbox@eclipse.org,658.0,
16672,2170.0,platform-swt-inbox@eclipse.org,1.0,
16673,10787.0,platform-swt-inbox@eclipse.org,1.0,
16674,10611.0,jdt-core-inbox@eclipse.org,3184.0,
16675,10802.0,jdt-ui-inbox@eclipse.org,5009.0,
16676,10817.0,Platform-UI-Inbox@eclipse.org,2092.0,
16677,5409.0,jdt-core-inbox@eclipse.org,3184.0,
16678,10819.0,Platform-UI-Inbox@eclipse.org,2092.0,
16679,10821.0,jcamelon@ca.ibm.com,,
16680,10827.0,jcamelon@ca.ibm.com,,
16681,10805.0,Platform-UI-Inbox@eclipse.org,2092.0,
16682,10788.0,platform-core-inbox@eclipse.org,658.0,
16683,10829.0,platform-swt-inbox@eclipse.org,1.0,
16684,10830.0,Platform-UI-Inbox@eclipse.org,2092.0,
16685,10833.0,Platform-UI-Inbox@eclipse.org,2092.0,
16686,10822.0,platform-cvs-inbox@eclipse.org,,
16687,8748.0,platform-debug-inbox@eclipse.org,275.0,
16688,3759.0,jdt-debug-inbox@eclipse.org,378.0,
16689,10846.0,platform-search-inbox@eclipse.org,,
16690,8842.0,platform-ua-inbox@eclipse.org,1.0,
16691,10856.0,platform-runtime-inbox@eclipse.org,,
16692,9404.0,Platform-UI-Inbox@eclipse.org,2092.0,
16693,10879.0,Platform-UI-Inbox@eclipse.org,2092.0,
16694,10854.0,platform-core-inbox@eclipse.org,658.0,
16695,10882.0,platform-swt-inbox@eclipse.org,1.0,
16696,10888.0,pde-ui-inbox@eclipse.org,519.0,
16697,10864.0,jdt-core-inbox@eclipse.org,3184.0,
16698,10900.0,platform-resources-inbox@eclipse.org,,
16699,10890.0,Platform-UI-Inbox@eclipse.org,2092.0,
16700,10897.0,platform-ide-inbox@eclipse.org,,
16701,10910.0,platform-update-inbox@eclipse.org,1.0,
16702,10913.0,platform-core-inbox@eclipse.org,658.0,
16703,10912.0,platform-help-inbox@eclipse.org,,
16704,10908.0,platform-ant-inbox@eclipse.org,,
16705,6534.0,jdt-core-inbox@eclipse.org,3184.0,{'Core'}
16706,10903.0,platform-core-inbox@eclipse.org,658.0,
16707,10926.0,jdt-core-inbox@eclipse.org,3184.0,
16708,5336.0,jdt-debug-inbox@eclipse.org,378.0,
16709,10934.0,jdt-core-inbox@eclipse.org,3184.0,
16710,100.0,pde-build-inbox@eclipse.org,,{'Runtime'}
16711,10909.0,jdt-ui-inbox@eclipse.org,5009.0,
16712,8089.0,cdt-core-inbox@eclipse.org,24.0,
16713,10949.0,Platform-UI-Inbox@eclipse.org,2092.0,
16714,10931.0,pde-ui-inbox@eclipse.org,519.0,
16715,10941.0,Platform-UI-Inbox@eclipse.org,2092.0,
16716,10918.0,platform-swt-inbox@eclipse.org,1.0,
16717,10947.0,platform-swt-inbox@eclipse.org,1.0,
16718,10944.0,platform-core-inbox@eclipse.org,658.0,
16719,10921.0,Platform-UI-Inbox@eclipse.org,2092.0,
16720,10937.0,platform-swt-inbox@eclipse.org,1.0,
16721,10898.0,platform-swt-inbox@eclipse.org,1.0,
16722,10894.0,platform-swt-inbox@eclipse.org,1.0,
16723,10887.0,platform-swt-inbox@eclipse.org,1.0,
16724,9685.0,platform-swt-inbox@eclipse.org,1.0,
16725,10954.0,jdt-ui-inbox@eclipse.org,5009.0,
16726,10851.0,platform-swt-inbox@eclipse.org,1.0,
16727,10952.0,platform-swt-inbox@eclipse.org,1.0,
16728,10838.0,jdt-core-inbox@eclipse.org,3184.0,
16729,10881.0,jdt-text-inbox@eclipse.org,1195.0,
16730,10752.0,Platform-UI-Inbox@eclipse.org,2092.0,
16731,6083.0,platform-swt-inbox@eclipse.org,1.0,
16732,10963.0,platform-core-inbox@eclipse.org,658.0,
16733,10966.0,platform-core-inbox@eclipse.org,658.0,
16734,10968.0,jdt-core-inbox@eclipse.org,3184.0,
16735,10983.0,jdt-core-inbox@eclipse.org,3184.0,
16736,10982.0,jdt-ui-inbox@eclipse.org,5009.0,
16737,10978.0,jdt-core-inbox@eclipse.org,3184.0,
16738,9503.0,jdt-core-inbox@eclipse.org,3184.0,
16739,10972.0,platform-swt-inbox@eclipse.org,1.0,
16740,10424.0,platform-swt-inbox@eclipse.org,1.0,
16741,10976.0,Platform-UI-Inbox@eclipse.org,2092.0,
16742,6284.0,jdt-ui-inbox@eclipse.org,5009.0,
16743,10994.0,jdt-core-inbox@eclipse.org,3184.0,
16744,10991.0,platform-resources-inbox@eclipse.org,,
16745,10984.0,jdt-ui-inbox@eclipse.org,5009.0,
16746,10642.0,jdt-core-inbox@eclipse.org,3184.0,
16747,10732.0,platform-cvs-inbox@eclipse.org,,
16748,8160.0,jerome.bozier@fr.ibm.com,,
16749,11005.0,Platform-UI-Inbox@eclipse.org,2092.0,
16750,2782.0,jdt-core-inbox@eclipse.org,3184.0,
16751,10883.0,jdt-core-inbox@eclipse.org,3184.0,
16752,10980.0,platform-ant-inbox@eclipse.org,,
16753,11015.0,platform-update-inbox@eclipse.org,1.0,
16754,10925.0,Platform-UI-Inbox@eclipse.org,2092.0,
16755,11009.0,platform-core-inbox@eclipse.org,658.0,
16756,11011.0,jdt-core-inbox@eclipse.org,3184.0,
16757,10796.0,platform-text-inbox@eclipse.org,468.0,
16758,11023.0,jdt-core-inbox@eclipse.org,3184.0,
16759,11024.0,Platform-UI-Inbox@eclipse.org,2092.0,
16760,11006.0,platform-swt-inbox@eclipse.org,1.0,
16761,11021.0,platform-swt-inbox@eclipse.org,1.0,
16762,11018.0,Platform-UI-Inbox@eclipse.org,2092.0,
16763,11035.0,jdt-ui-inbox@eclipse.org,5009.0,
16764,6146.0,platform-search-inbox@eclipse.org,,
16765,8182.0,Platform-UI-Inbox@eclipse.org,2092.0,
16766,11043.0,jdt-core-inbox@eclipse.org,3184.0,
16767,11042.0,platform-swt-inbox@eclipse.org,1.0,
16768,11053.0,Platform-UI-Inbox@eclipse.org,2092.0,
16769,10727.0,platform-ant-inbox@eclipse.org,,
16770,11033.0,cdt-core-inbox@eclipse.org,24.0,
16771,10112.0,platform-swt-inbox@eclipse.org,1.0,
16772,3358.0,pde-build-inbox@eclipse.org,,
16773,10902.0,cdt-build-inbox@eclipse.org,,
16774,8586.0,jdt-ui-inbox@eclipse.org,5009.0,{'UI'}
16775,77.0,platform-swt-inbox@eclipse.org,1.0,
16776,11062.0,platform-update-inbox@eclipse.org,1.0,
16777,11070.0,jdt-core-inbox@eclipse.org,3184.0,
16778,11067.0,platform-core-inbox@eclipse.org,658.0,
16779,11077.0,Platform-UI-Inbox@eclipse.org,2092.0,
16780,11060.0,jdt-core-inbox@eclipse.org,3184.0,
16781,3028.0,jdt-core-inbox@eclipse.org,3184.0,
16782,10493.0,platform-debug-inbox@eclipse.org,275.0,
16783,7530.0,cdt-debug-inbox@eclipse.org,,
16784,10915.0,cdt-core-inbox@eclipse.org,24.0,
16785,6645.0,platform-ant-inbox@eclipse.org,,
16786,11098.0,platform-core-inbox@eclipse.org,658.0,
16787,11096.0,platform-core-inbox@eclipse.org,658.0,
16788,11097.0,platform-cvs-inbox@eclipse.org,,
16789,11094.0,jdt-core-inbox@eclipse.org,3184.0,{'Core'}
16790,11110.0,Platform-UI-Inbox@eclipse.org,2092.0,
16791,11104.0,jdt-core-inbox@eclipse.org,3184.0,
16792,11111.0,jdt-core-inbox@eclipse.org,3184.0,
16793,10601.0,platform-runtime-inbox@eclipse.org,,
16794,11126.0,platform-core-inbox@eclipse.org,658.0,
16795,10624.0,Platform-UI-Inbox@eclipse.org,2092.0,
16796,1392.0,Platform-UI-Inbox@eclipse.org,2092.0,
16797,11129.0,platform-cvs-inbox@eclipse.org,,
16798,11089.0,platform-update-inbox@eclipse.org,1.0,
16799,11095.0,platform-swt-inbox@eclipse.org,1.0,
16800,10724.0,platform-core-inbox@eclipse.org,658.0,
16801,11140.0,jdt-ui-inbox@eclipse.org,5009.0,
16802,11135.0,jdt-core-inbox@eclipse.org,3184.0,
16803,11132.0,jdt-core-inbox@eclipse.org,3184.0,
16804,11136.0,jdt-ui-inbox@eclipse.org,5009.0,
16805,11145.0,platform-intro-inbox@eclipse.org,,
16806,9815.0,Platform-UI-Inbox@eclipse.org,2092.0,
16807,11157.0,jdt-text-inbox@eclipse.org,1195.0,
16808,11161.0,platform-intro-inbox@eclipse.org,,
16809,10734.0,jdt-core-inbox@eclipse.org,3184.0,
16810,11163.0,platform-runtime-inbox@eclipse.org,,
16811,11174.0,Platform-UI-Inbox@eclipse.org,2092.0,
16812,11173.0,pde-build-inbox@eclipse.org,,
16813,11168.0,Platform-UI-Inbox@eclipse.org,2092.0,
16814,11180.0,jdt-core-inbox@eclipse.org,3184.0,
16815,11202.0,Platform-UI-Inbox@eclipse.org,2092.0,
16816,11191.0,cdt-debug-inbox@eclipse.org,,
16817,11226.0,Platform-UI-Inbox@eclipse.org,2092.0,
16818,11220.0,platform-core-inbox@eclipse.org,658.0,
16819,11164.0,jdt-core-inbox@eclipse.org,3184.0,
16820,11221.0,cdt-core-inbox@eclipse.org,24.0,
16821,11231.0,jdt-core-inbox@eclipse.org,3184.0,
16822,11148.0,jdt-core-inbox@eclipse.org,3184.0,
16823,11262.0,platform-text-inbox@eclipse.org,468.0,
16824,11260.0,jdt-ui-inbox@eclipse.org,5009.0,
16825,11237.0,jdt-core-inbox@eclipse.org,3184.0,
16826,11261.0,jdt-text-inbox@eclipse.org,1195.0,
16827,11263.0,platform-cvs-inbox@eclipse.org,,
16828,10917.0,jdt-ui-inbox@eclipse.org,5009.0,
16829,11276.0,platform-core-inbox@eclipse.org,658.0,
16830,11250.0,Platform-UI-Inbox@eclipse.org,2092.0,
16831,8974.0,platform-ide-inbox@eclipse.org,,
16832,10880.0,platform-help-inbox@eclipse.org,,
16833,8712.0,jdt-core-inbox@eclipse.org,3184.0,
16834,11348.0,Platform-UI-Inbox@eclipse.org,2092.0,
16835,11253.0,cdt-core-inbox@eclipse.org,24.0,
16836,7732.0,jdt-ui-inbox@eclipse.org,5009.0,
16837,7367.0,jdt-apt-inbox@eclipse.org,166.0,
16838,11370.0,platform-cvs-inbox@eclipse.org,,
16839,11155.0,doug.schaefer@windriver.com,,
16840,11275.0,jdt-core-inbox@eclipse.org,3184.0,
16841,8613.0,jdt-core-inbox@eclipse.org,3184.0,
16842,11328.0,jdt-core-inbox@eclipse.org,3184.0,
16843,11325.0,cdt-core-inbox@eclipse.org,24.0,
16844,11367.0,cdt-core-inbox@eclipse.org,24.0,
16845,11279.0,platform-swt-inbox@eclipse.org,1.0,
16846,11294.0,Platform-UI-Inbox@eclipse.org,2092.0,
16847,5173.0,Platform-UI-Inbox@eclipse.org,2092.0,
16848,11371.0,platform-core-inbox@eclipse.org,658.0,
16849,7859.0,platform-runtime-inbox@eclipse.org,,
16850,11374.0,Platform-UI-Inbox@eclipse.org,2092.0,
16851,11376.0,Platform-UI-Inbox@eclipse.org,2092.0,
16852,10953.0,cdt-build-inbox@eclipse.org,,
16853,11352.0,Platform-UI-Inbox@eclipse.org,2092.0,
16854,10889.0,Platform-UI-Inbox@eclipse.org,2092.0,
16855,11390.0,Platform-UI-Inbox@eclipse.org,2092.0,
16856,11218.0,Platform-UI-Inbox@eclipse.org,2092.0,
16857,11244.0,platform-swt-inbox@eclipse.org,1.0,
16858,11099.0,platform-swt-inbox@eclipse.org,1.0,
16859,11162.0,platform-swt-inbox@eclipse.org,1.0,
16860,3571.0,platform-core-inbox@eclipse.org,658.0,
16861,1790.0,shawn.minto@tasktop.com,,
16862,9689.0,platform-core-inbox@eclipse.org,658.0,
16863,11407.0,jdt-core-inbox@eclipse.org,3184.0,
16864,11406.0,jdt-core-inbox@eclipse.org,3184.0,
16865,11421.0,jdt-core-inbox@eclipse.org,3184.0,
16866,11056.0,jdt-core-inbox@eclipse.org,3184.0,
16867,4697.0,jdt-core-inbox@eclipse.org,3184.0,
16868,11437.0,Platform-UI-Inbox@eclipse.org,2092.0,
16869,11417.0,cdt-core-inbox@eclipse.org,24.0,
16870,11364.0,jdt-core-inbox@eclipse.org,3184.0,
16871,11422.0,Platform-UI-Inbox@eclipse.org,2092.0,
16872,11435.0,Platform-UI-Inbox@eclipse.org,2092.0,
16873,11306.0,cdt-build-inbox@eclipse.org,,
16874,11418.0,platform-core-inbox@eclipse.org,658.0,
16875,11419.0,jcamelon@ca.ibm.com,,
16876,11288.0,Platform-UI-Inbox@eclipse.org,2092.0,
16877,10302.0,Platform-UI-Inbox@eclipse.org,2092.0,
16878,11081.0,platform-swt-inbox@eclipse.org,1.0,{'UI'}
16879,11105.0,platform-swt-inbox@eclipse.org,1.0,
16880,11442.0,gef-inbox@eclipse.org,,
16881,10029.0,platform-swt-inbox@eclipse.org,1.0,
16882,11426.0,platform-core-inbox@eclipse.org,658.0,
16883,11183.0,platform-swt-inbox@eclipse.org,1.0,
16884,11396.0,platform-swt-inbox@eclipse.org,1.0,
16885,11446.0,platform-ide-inbox@eclipse.org,,
